Categ,dbID,siteID,SiteName,SubTitle,Lat,Lon,Desc,Sview,Sviewlat,Sviewlong,Heading,Zoom,Pitch,top,mapzoom,sponsor,ImageN,Image1,Image2,Image3,Image4
3,74,C74,Samuel Champlain,,44.616859,-79.413241,"This striking monument was erected in 1925 on the waterfront at Orillia to commemorate the French explorer Samuel Champlain's travels through the Georgian Bay area in 1615. Champlain's journals are vividly written with excellent descriptions of the terrain and peoples he moved through. He referred to Georgian Bay as La Mer Douce ('the sweet water sea') and wrote of numerous palisaded native villages supported by the growing of corn, contrasting this with the migratory hunters of the Shield to the north. The seasonal exchange of southern corn for northern furs was the basis for the later European Fur Trade. ",y,44.616888,-79.413072,227.34,1,-4.56,n,16,,2,sitePictures/C74a.jpg,sitePictures/C74b.jpg,sitePictures/C74c.jpg,sitePictures/C74d.jpg
4,75,C75,Peter's Woods Nature Reserve,,44.123008,-78.044083,"This is an exceptional remnant of an 'old growth' maple-oak-pine forest with oaks as old as 460 years. It is part of the so-called Rice Lake Plains of the Oak Ridges Moraine made famous by the tales of Susanna Moodie in 'Roughing it in The Bush' that depicts settlement life in the 1830's with accounts of getting lost in an untamed, trackless land and the hard work involved in clearing the land of giant white pine trees (C29).  It was said it was possible to ride from Toronto to Peterborough in the forest and not see daylight. From today's perspective the waste was enormous but thankfully, a few patches of forest survived.",y,NA,NA,329.91,0,-25.17,n,16,,NA,sitePictures/C75a.jpg,sitePictures/C75b.jpg,sitePictures/C75c.jpg,sitePictures/C75d.jpg
3,76,C76,Parry Sound Fire Tower,,45.339362,-80.027748,Parry Sound Fire tower atop Tower Hill was built in the 1920's when massive fires swept through large areas of Ontario consuming vast areas of slash left over from the lumber industry. It was part of a network such as that at Dorset (C17) where observers could 'triangulate' on fires and map their location. Rebuilt in 1974 after it was no longer needed it affords sweeping views over the town and the waters of Parry Sound. The nearby museum details the history of the area including Depot Harbour (C3).,n,NA,NA,NA,NA,NA,n,16,,2,sitePictures/C76a.jpg,sitePictures/C76b.jpg,sitePictures/C76c.jpg,sitePictures/C76d.jpg
4,77,C77,Algonquin Information Center,,45.584116,-78.359376,"The Algonquin Information Center is not only one of the nation's best interpretative centers but offers a spectacular view of the parks different landscapes. The panoramic viewing deck overlooks lakes,bogs and rolling hills of boreal and hardwood forests. The center itself features many interesting exhibits and displays on pretty much everything you need to know in the park and the view itself is worth the visit alone.",y,NA,NA,217.71,0,-2.2,n,16,,NA,sitePictures/C77a.jpg,sitePictures/C77b.jpg,sitePictures/C77c.jpg,sitePictures/C77d.jpg
3,78,C78,Algonquin Logging Museum,,45.544088,-78.263136,"Part of Algonquin's rich history is its logging industry in the early twentieth century. Massive volumes of logs were sent down river systems, many of which were guided by 'Alligators'; steam paddle boats that towed logs both on water and winched them on land. One of the last remaining alligators can be seen in this strategic logging location along with a traditional Camboose camp. This unique outdoor museum is usually open from May to Thanksgiving weekend.",y,NA,NA,159.41,0,0.63,n,16,,NA,sitePictures/C78a.jpg,sitePictures/C78b.jpg,sitePictures/C78c.jpg,sitePictures/C78d.jpg
1,79,C79,Giants Tomb Island,,44.9045,-80.00742,"Legend has it that Kitchikewana hurled rocks into the waters of Georgian Bay creating the 30,000 islands (Sites C6, C72). His final resting place is said to be Giants Tomb Island a 5 kilometres long sliver of Paleozoic limestone rising above the waters of Georgian Bay and is completely surrounded by much older Precambrian Shield rocks. As such it is said to be an 'outlier'; in effect a small piece of the limestone plains ('alvars') that are found across a wide swath of southern and central Ontario (Site C24). The island which does indeed resemble a giant tomb is uninhabited and heavily wooded but its beaches are popular with boaters and kayakers though the surrounding waters can be rough.  The island is part of Awenda Provincial Park.",n,NA,NA,NA,NA,NA,n,13,,NA,sitePictures/C79a.jpg,sitePictures/C79b.jpg,sitePictures/C79c.jpg,sitePictures/C79d.jpg
1,8,C8,The Great Gneiss Road,Seeing the Roots of the Grenville Mountains,45.250999,-79.831864,"Between Barrie and Parry Sound, the newly widened Highway 400/69 cuts a slice through the one billion year old Central Gneiss Belt - one of the geological wonders of the world. As you drive north, beautiful pink-coloured rock suddenly appears near Waubaushene, replacing the flat-lying white Limestone to the south. Here, bright orange dikes of granite pierce beautifully striped grey, black,and often complexly folded gneiss. Not only are the rocks visually impressive, they also provide a rare glimpse into geological forms and processes that occurred deep below the colossal mountain range that was here one billion years ago.",y,NA,NA,221.53,0,-2.2,n,16,,2,sitePictures/C8a.jpg,sitePictures/C8b.jpg,sitePictures/C8c.jpg,sitePictures/C8d.jpg
3,80,C80,Alexander Murray,An Overlooked Rock Star,46.4042,-81.1821,"Alexander Murray (1810-1884) was a British naval officer made redundant by the end of the Napoleonic wars in Europe who turned to geology as a profession after an unsuccessful stint as a farmer near Woodstock in 1837. Today he is an almost forgotten figure in Ontario history being better known for his exploration and mapping of much of the interior of Newfoundland in the 1870's. Murray is credited with recognising that the Canadian Shield near Severn Bridge just north of the Narrows at Lake Couchiching is dominated by metamorphic rocks such as gneiss (Sites C6, C8) an observation that was to unlock the origin of the Shield. He undertook the first geologic exploration of the fossil-rich rocks of the Bruce Peninsula and was shipwrecked in a fierce squall in Georgian Bay in 1861. He was one of the first to recognise the mineral  potential of the Sudbury area (Sites N23, N24, N25, N26, N27, N28 and N29), the oil deposits of southwestern Ontario (W5, W6), and discovered the famous 'kettle rocks' at kettle Point (Site W8).",y,46.404448,-81.182152,157.93,1,3.26,n,13,,2,sitePictures/C80a.jpg,sitePictures/C80b.jpg,sitePictures/C80c.jpg,sitePictures/C80d.jpg
3,81,C81,The Oldest Road in Ontario,The Kente Carrying Place,44.048783,-77.581646,"The Kente Carrying Place is the name given to the portage between Weller's Bay at the eastern end of Lake Ontario just north of Sandbanks (C30) and the Bay of Quinte. It has been in use for hundreds of years well before European settlement to convey canoes across the isthmus that connects the mainland and Prince Edward County. It was a key part of the Great Lakes highway used by the British during the War of 1812 and protected by a fort. The name is Iroquoian (for 'meadow'), and is the derivation of the name Quinte. Its role was supplanted by the 8 kilometres long Murray Canal built in 1882-1889.",y,NA,NA,247.11,0,-77.581638,n,14,,NA,sitePictures/C81a.jpg,sitePictures/C81b.jpg,sitePictures/C81c.jpg,sitePictures/C81d.jpg
3,82,C82,Murray Canal,,44.056172,-77.597149,"This was built 1882-1889 to allow boats to pass from Lake Ontario to the Bay of Quinte avoiding the dangerous waters of Lake Ontario just off Prince Edward County. Formerly, canoes and small boats were manhandled across the isthmus at the Kente Carrying Place, Ontario's oldest road (Site C81).",y,NA,NA,68.07,0,-1.26,n,14,,NA,sitePictures/C82a.jpg,sitePictures/C82b.jpg,sitePictures/C82c.jpg,sitePictures/C82d.jpg
3,83,C83,Taking the Loyalist Parkway,Highway 33,43.986022,-77.231998,"1784 is a watershed year in the history of Ontario when the first Loyalists arrived in the Kingston area having been displaced by fighting in the American Revolutionary War. To the west was wilderness and requiring the construction of a road (Ontario's first) westward to Bath on the Bay of Quinte. In 1799 time, Colonel Danforth began his famous road east of Toronto which would reach Bath in 1802 requiring a ferry crossing of the Bay of Quinte at Glenora close to Picton (Site E51). Originally named Highway 33, the Parkway was renamed by Queen Elizabeth II in 1984 two hundred years after its construction. It is 61 kilometres in length and runs between Bloomfield (just west of Picton where Highway 62 from Belleville terminates) and Kingston for much of its length meanders along the coast.  If time permits, it is a great alternative to taking Highway 401. The Kingston Road (Highway 2) was built in 1817 to shorten the journey from Toronto. Highway 401 was built in 1964.",n,NA,NA,NA,NA,NA,n,12,,NA,sitePictures/C83a.jpg,sitePictures/C83b.jpg,sitePictures/C83c.jpg,sitePictures/C83d.jpg
3,84,C84,Catherine Parr Traill,,44.48815,-78.233167,"Catherine Parr Traill (1802-1899) was a keen observer of social differences in early Upper Canada and also the natural history of the Lakefield area where she settled in 1832 in Douro Township with her husband a retired British Army officer. Born in Rotherhithe on the banks of the River Thames in London England, a stone's throw from where General James Wolfe went to school (in nearby Greenwich). Her sister Susannah Moodie (C85) who emigrated soon after was a better observer of landscapes (see for example 'Roughing it in the Bush' written in 1852) but there are telling passages in Traill's 'The Backwoods of Canada' (1836) of the difficulty of creating farmland out of what was to her a puzzling landscape 'thickly set with loose blocks of red and grey granite, interspersed with large masses of limestone  scattered in every direction.'  She goes on to say that 'a geologist would doubtless be able to solve the mystery in a few minutes.' She was of course describing the Dummer Moraine  (C48) of the 'land in between' which Al Purdy was to later characterise as the 'country of our defeat' (E53) where arable farming was all but impossible.  She is buried in Hillside Cemetery on the banks of the Otonabee River near Lakefield; her house 'Westove' (named after the Traill family's place of origin in the Orkney Islands) is nearby.",n,NA,NA,NA,NA,NA,n,13,,NA,sitePictures/C84a.jpg,sitePictures/C84b.jpg,sitePictures/C84c.jpg,sitePictures/C84d.jpg
3,85,C85,Susannah Moodie,,44.161417,-77.393173,"Sister of Catherine Parr Traill (C84), Susannah Moodie (1803-1885) wrote several engaging volumes (the most famous being 'Roughing it in the Bush' written in 1852) about early life in Canada on farms newly cleared with backbreaking toil from the forest near Peterborough. These books were intended as guides for those thinking of coming to settle in Canada and were honest accounts of the difficulties and opportunities in Upper Canada (Ontario) in the mid nineteenth century. They were an antidote to the misinformation circulated by land speculators wilfully-blind to the impossibility of farming on the southern margins of the Canadian Shield (See C21). Her sister Catherine wrote of those who had been 'deceived' by 'false statements '. Susannah wrote excellent portraits of landscapes that were under the swing of the logger's axe undergoing massive environmental changes. She later moved to Belleville where her house survives on Bridge Street and is buried in Belleville Cemetery on the shores of the Bay of Quinte; her original homestead is on Katchewanooka Lake north of Lakefield.",y,44.161348,-77.39302,296.47,0,-77.393021,n,16,,NA,sitePictures/C85a.jpg,sitePictures/C85b.jpg,sitePictures/C85c.jpg,sitePictures/C85d.jpg
3,86,C86,The Bruce Peninsula Portage,,44.744584,-81.219867,"The Bruce Peninsula marks the northward extension of the Niagara Escarpment (S36) and separates Georgian Bay from Lake Huron. Until the advent of sailing and steam ships it was a major barrier to early transportation requiring a dangerous voyage around the northern tip of the peninsula at Tobermory. The Wiarton area, where the peninsula narrows in width to only 10 kilometres wide, was the site of an important portage ('carrying place') for small boats and canoes from Colpoy's Bay in Georgian Bay overland to Boat and Spry lakes, thence a short trip to Lake Huron. Other well known portages in Ontario are at Kente at the western end of the Bay of Quinte (C82) and near Newmarket (the Toronto Carrying Place S131).",y,44.741953,-81.225408,0.13,0,-15.43,n,14,,1,sitePictures/C86a.jpg,sitePictures/C86b.jpg,sitePictures/C86c.jpg,sitePictures/C86d.jpg
4,87,C87,Queen Elizabeth II Wildlands,,44.819107,-78.953617,"The Queen Elizabeth II Wildlands is a large provincial park in south-central Ontario, between Gravenhurst on Highway 11 to the west and Minden on Highway 35 in the east. It was named in 2002 to celebrate the Queen's visit to Ontario and her Diamond Jubilee. Environmentally, it was a disaster area in the 19th century having suffered indiscriminate logging and massive bush fires when all the waste wood caught fire and burnt large areas. The area was once known as the 'burnt lands.' Today, it has recovered and offers a wilderness experience of canoeable rivers, picturesque cliffs and waterfalls and classic Shield landscapes of forested rock knobs and hundreds of lakes. The lack of facilities and difficult access make it all the more attractive. The Ganaraska Trail meanders across the northern part of the wildlands. Geologically, it forms the easternmost part of the Central Gneiss Belt where it abuts the Central Metasedimentary Belt to the east along a major fault line (See Site C18).",n,NA,NA,NA,NA,NA,n,13,,NA,sitePictures/C87a.jpg,sitePictures/C87b.jpg,sitePictures/C87c.jpg,sitePictures/C87d.jpg
4,88,C88,Matchedash Bay Wildlife Area,,44.7446,-79.66197,"Located at the south shore of Georgian Bay, the 1633 hectare Matchedash Bay Wildlife Area is both a protected wetland and an Important Bird Area (IBA). For the last 10000 years, many species that have thrived in what is known as an Atlantic Coastal Plain Community; an environment of fluctuating water levels with sandy or gravelly shorelines. Visitors can enjoy the many trails and interpretative facilities scattered across one of Georgian Bay's most important ecosystems. Matchedash Bay is a classic example of the Land In Between (Site E53), where the younger limestone bedrock reaches the older granite shield . ",n,NA,NA,NA,NA,NA,n,14,,NA,sitePictures/C88a.jpg,sitePictures/C88b.jpg,sitePictures/C88c.jpg,sitePictures/C88d.jpg
4,89,C89,Severn River Conservation Reserve,,44.927255,-79.55941,"Another example of the Land in Between (Site E53), Severn River Conservation Reserve near Bala Ontario is an excellent place to portage and see rich forests, wetlands and rocky barrens. Unfortunately there is no direct public road access, however water access can be made from the Severn River or from Nine Mile Lake Road.",n,NA,NA,NA,NA,NA,n,13,,NA,sitePictures/C89a.jpg,sitePictures/C89b.jpg,sitePictures/C89c.jpg,sitePictures/C89d.jpg
5,9,C9,Bala,,45.012526,-79.614567,A plaque at the intersection of highways 38 and 169 in Bala commemorates the Shield's significance. The best way to truly appreciate the Shield's flat topography is from on high - especially from the viewing deck on top of the Dorset Lookout Tower (Site C17).,y,NA,NA,121.39,0,-0.24,n,16,,1,sitePictures/C9a.jpg,sitePictures/C9b.jpg,sitePictures/C9c.jpg,sitePictures/C9d.jpg
4,90,C90,Butler & Roehl Wetland Reserves,,44.826991,-79.427833,"The Common Five-lined Skink is the only species of lizard in Ontario and one of the key species protected by the   Butler & Roehl Wetland Reserves. Operated by the Couchiching Conservancy,Butler & Roehl is a 29 hectare sanctuary for many rare flora and fauna in Ontario. It can be accessed off Orimat Road (look for the conservancy sign),or by a hiking trail if the gate is closed. ",n,NA,NA,NA,NA,NA,n,14,,NA,sitePictures/C90a.jpg,sitePictures/C90b.jpg,sitePictures/C90c.jpg,sitePictures/C90d.jpg
4,91,C91,Kahshe Barrens Conservation Reserve,,44.85383,-79.292046,"Covered by exposed Precambrian bedrock plain with thin soil cover, Kahshe Barrens spans over 3203 hectares of Crown Land. This is another example of the Land in Between (Site E53).",n,NA,NA,NA,NA,NA,n,15,,NA,sitePictures/C91a.jpg,sitePictures/C91b.jpg,sitePictures/C91c.jpg,sitePictures/C91d.jpg
1,92,C92,Sans Souci Island,,45.174474,-80.134456,"The French explorer Samuel de Champlain and his Companions travelled south through the 30,000 Islands of Georgian Bay (Site C6) in 1615 and named Lake Huron La Mer Douce (the sweetwater sea) before the British renamed it after George IV in 1822. The word 'sans souci' means 'without a care' and is usually understood to refer to Champlain's relief at having crossed the rocky expanse of the Canadian Shield to the north where food was in short supply. A memorial cairn on Frying Pan Island which lies just west of Sans Souci, can be found immediately south of a celebrated fish restaurant, commemorating Champlain's arrival (See also Sites C74 & E21). Water taxis and float planes make the trip from Parry Sound to the restaurant in summer. Sans Souci lies astride the South Channel route for small craft along the eastern side of Georgian Bay taking advantage of the many islands for protection from the open and commonly rough waters of Lake Huron. The area lies within the Parry Sound Shear Zone (Site C4) with spectacular outcrops of 1.3 billion years old gneiss and mylonites from the Grenville Orogeny (Site C8) which saw the final assembly of the supercontinent Rodinia. ",n,NA,NA,NA,NA,NA,n,14,,1,sitePictures/C92a.jpg,sitePictures/C92b.jpg,sitePictures/C92c.jpg,sitePictures/C92d.jpg
4,93,C93,Altberg Wildlife Sanctuary,,44.754172,-78.712294,The largest reserve in Ontario Nature's reserve System is the 470 hectare Altberg Wildlife Sanctuary that spans the boundary of the Canadian Shield and southern limestone plains; the so-called 'Land Between' (Site E53). This unique geological setting host many different habitats ranging from marshes to old growth forest and is home to many species of flora and fauna. ,y,44.754172,-78.712294,21.72,0,-4.95,n,13,a,NA,sitePictures/C93a.jpg,sitePictures/C93b.jpg,sitePictures/C93c.jpg,sitePictures/C93d.jpg
4,94,C94,Nancy Island,,44.519364,-80.02008,"The HMS Nancy was originally a British fur trading schooner until commissioned in the War of 1812. In July 1814, she was attacked by three American ships and had to be destroyed to avoid capture. Silt slowly accumulated around the wreck and preserving it until its discovery in 1927 when the hull was raised as centrepiece of the current historical museum.",y,44.520765,-80.020815,146.99,0,-4.5,n,15,,NA,sitePictures/C94a.jpg,sitePictures/C94b.jpg,sitePictures/C94c.jpg,sitePictures/C94d.jpg
3,95,C95,CFB Borden,,44.307048,-79.893008,"CFB Borden is the largest active Canadian Forces Base in the country and birthplace of the Royal Canadian Air Force. Built in 1916 on top of a rolling glacial moraine, it has been a training ground since the First World War. The base is open to visitors offering a historic military museum and golf courses. Borden's large rifle range is open to sport shooters a few times a year.",y,44.307048,-79.893008,199.69,0,0,n,13,,NA,sitePictures/C95a.jpg,sitePictures/C95b.jpg,sitePictures/C95c.jpg,sitePictures/C95d.jpg
3,96,C96,Camp X,,43.8547,-78.8843,"Hidden along the shores of Lake Ontario between Whitby and Oshawa is the location of a famous former British Commando training centre; Camp X. Built in 1941 it was established by Canadian Sir William Stephenson (whom the character James Bond was based on) linking Britain with the US in a time before the U.S had entered the Second World War by training soldiers in the art of espionage and infiltration. Today the site is marked by a monument and has spectacular view of the lake, with the remains of bomb craters.  ",n,NA,NA,NA,NA,NA,n,15,,NA,sitePictures/C96a.jpg,sitePictures/C96b.jpg,sitePictures/C96c.jpg,sitePictures/C96d.jpg
4,97,C97,H. N. Crossley Nature Reserve,,45.225103,-79.645752,"Granite ridges of the Canadian Shield outline the distinct 'eyed' bog that can be found in this reserve characterized by the unique arrangement of trees, shrubs and a blanketing sphagnum 'bog mat'. This plot of land was donated by Sandy Burgess and named after father, H.N. Crossley. A few rare flower species like the Virginia Meadow beauty can be found here.",n,NA,NA,NA,NA,NA,n,12,,NA,sitePictures/C97a.jpg,sitePictures/C97b.jpg,sitePictures/C97c.jpg,sitePictures/C97d.jpg
3,98,C98,Little Norway,Norwegian Training in Canada,44.968367,-79.307233,"During the darkest days of the Second World War, Canada opened its arms to help create Little Norway; one of many makeshift armed forces training centres. Opened by Crown Prince Olav in May 1942,more than 3000 Norwegian airmen, sailors,and soldiers along with up to 3000 merchant seamen trained on Canadian soil to liberate their occupied homeland. A humble monument (Site S115) can also be found in Toronto, setting our war and peacetime friendships in stone. ",n,NA,NA,NA,NA,NA,n,13,,NA,sitePictures/C98a.jpg,sitePictures/C98b.jpg,sitePictures/C98c.jpg,sitePictures/C98d.jpg
3,99,C99,The Eldorado Refinery,,43.94301,-78.294859,"Established in 1933 by brothers Gilbert and Charles Labine, the Eldorado Refinery marks the beginning of the nuclear industry in Canada refining radium ore transported from Great Bear Lake in the Northwest Territories. Originally used for cancer treatment, uranium began to be used in 1942 for weapons use and led to the acquisition of Eldorado by the Canadian Government. Being the only operation of its kind in North America, Canada supplied all the enriched uranium to the United States during the Second World War until the US discovered its own uranium resources in the early 1960's during the Cold War and all domestic Canadian production went to fuel power plants.",y,43.942987,-78.294929,65.73,0,-1.99,n,15,,NA,sitePictures/C99a.jpg,sitePictures/C99b.jpg,sitePictures/C99c.jpg,sitePictures/C99d.jpg
1,138,E1,"Barron Canyon,Algonquin Park",Ancient outlet for the Great Lakes,45.88483333,-77.63433333,"Algonquin Park has more than 1,500 kilometres of canoe routes but the best stretch of water is in Barron Canyon on the southeast corner of the park. Some 10,000 years ago, enormous volumes of water from the thawing Laurentide Ice sheet thundered down the Ottawa Valley. The 100 metres deep Barron Canyon is one of the most spectacular (and most accessible) spots in Algonquin Park and was cut by meltwater escaping to the Champlain Sea (Site E39). These cold, sediment-laden waters created the barren rock-strewn appearance of much of the park. Stands of sub-Arctic and Arctic plants still survive from that time.",n,NA,NA,NA,NA,NA,y,15,a,2,sitePictures/E1a.jpg,sitePictures/E1b.jpg,sitePictures/E1c.jpg,sitePictures/E1d.jpg
1,147,E10,Highway 7 Unconformity,,44.50183333,-77.52716667,"An unconformity is simply a missing chapter (or gap) in the rock record where time went unrecorded by any rocks. An unconformity between billion year old rocks at the base and 500 million years old rocks above occurs on the north side of Highway 7 east of Marmora. Large cobbles occur along the unconformity recording the erosion of the older rocks prior to flooding by a warm shallow sea during the Ordovician (See also C56, C57, E13, E14, E41).",y,NA,NA,326.59,0,-1.97,n,16,a,NA,sitePictures/E10a.jpg,sitePictures/E10b.jpg,sitePictures/E10c.jpg,sitePictures/E10d.jpg
1,148,E11,Hell Hole Caves,,44.38986667,-76.99551667,"Like many other caves in Ontario, the Hell Holes in Centreville are ""fissure"" caves formed where the edge of a limestone outcrop tilts downward and opens up deep cracks. The fissures slowly widen into caves as acidic water dissolves the surrounding limestone, a process called ""chemical dissolution"". This processes also affects the openings at Warsaw Caves and numerous fissure caves along the edges of the Niagara Escarpment.",n,NA,NA,NA,NA,NA,y,14,,2,sitePictures/E11a.jpg,sitePictures/E11b.jpg,sitePictures/E11c.jpg,sitePictures/E11d.jpg
1,149,E12,Holleford Meteorite Crater,,44.45571667,-76.62771667,The Holleford Crater 25 kilometres north of Kingston was discovered in 1955 and was determined to have been caused by a meteorite 100 metres in diameter and traveling 50 000 kilometres an hour. The overall shape of the Holleford Crater can easily be seen from the road that passes along its southern margin. The 30 metre deep saucer has been made shallower due to the compaction of limestone.,y,NA,NA,308.63,0,-6.69,y,13,,1,sitePictures/E12a.jpg,sitePictures/E12b.jpg,sitePictures/E12c.jpg,sitePictures/E12d.jpg
1,154,E13,Unconformity at Inverary,,44.38316667,-76.46101667,"The unconformity between the underlying Shield (gneisses of the Grenville Province) and overlying Paleozoics (Ordovician Shadow Lake Formation) is seen at numerous sites around Kingston (sites E14, E42) where the buried Shield surface below Paleozoic carbonates slowly rises eastward to be exposed as the Frontenac Arch. This encloses the eastern end of Lake Ontario separating it from the St.Lawrence River which flows through the Thousand Islands District east of Kingston, and is now part of a 3700 km-long international waterway: the St. Lawrence Seaway (otherwise known as Hwy H2O) completed in 1959 which allows ocean-going vessels to reach the western end of Lake Superior.  
<br><br>
At Sunbury and at Highway 7 east of Marmora (Site E10), you can find the same unconformity surface exposed to view. At Sunbury, look for the thin dark vertical bands of rock cutting through the gneiss but not the unconformity. These are igneous dikes that are actually younger than the gneisses but predate cutting of the unconformity.",y,NA,NA,181.55,0,11.64,n,16,,1,sitePictures/E13a.jpg,sitePictures/E13b.jpg,sitePictures/E13c.jpg,sitePictures/E13d.jpg
1,151,E14,Abbey Dawn Unconformity,,44.265943,-76.383833,"Southern Ontario has several magnificent examples of unconformities (gaps) between the billion years old hard Shield rocks of the Grenville Province and much younger (500 million years) Paleozoic sedimentary rocks (e.g., E13). Think of a book with a missing chapter. The unconformity at Abbey Dawn is marked by large rounded boulders which probably formed on a beach surrounding islands of Shield rocks standing high above a Paleozoic sea (See C22). Islands were later buried below thick limestones (Site E41).",y,NA,NA,10.45,0,-4.56,n,16,,1,sitePictures/E14a.jpg,sitePictures/E14b.jpg,sitePictures/E14c.jpg,sitePictures/E14d.jpg
1,152,E15,Geologic Columns,Tracking Weird Structures in the Potsdam Sandstone,44.347,-76.39283333,"One of the oldest Paleozoic sedimentary rocks in eastern Ontario is the Potsdam Sandstone which has structures that have puzzled geologists for over a century. The sandstone shows vertical cylindrical columns, that were quarried and used for store fronts in Kingston, possibly caused by expulsion of water during an earthquake along with the sediment. Elsewhere it shows tracks made by the first organisms to ever venture on land.",n,NA,NA,NA,NA,NA,n,16,,1,sitePictures/E15a.jpg,sitePictures/E15b.jpg,sitePictures/E15c.jpg,sitePictures/E15d.jpg
5,153,E16,Marble Rock,,44.379683,-76.173825,Marble Rock is easily accessible some 4 kilometres north of Highway 401 (Exit 659) near Gananoque. It is an excellent outcrop of coarse-grained marble about a billion years old.,y,NA,NA,344.81,0,4.88,n,16,,1,sitePictures/E16a.jpg,sitePictures/E16b.jpg,sitePictures/E16c.jpg,sitePictures/E16d.jpg
4,154,E17,Thousand Islands,Lake Ontario ends and the St. Lawrence River begins,44.832759,-75.311969,"East of Kingston near Gananoque,the St. Lawrence River flows across a major geological structure called the Frontenac Arch creating a myriad of islands, some large, most small and collectively known as the Thousand Islands. The area was named Lac des Milles-Iles by the French in 1615. There are in fact some 1,500 islands in the region. Also explore Fort Henry in Kingston which was constructed between 1812 and 1837 to protect the Rideau Canal.",n,NA,NA,NA,NA,NA,y,16,,NA,sitePictures/E17a.jpg,sitePictures/E17b.jpg,sitePictures/E17c.jpg,sitePictures/E17d.jpg
4,155,E18,Charleston Lake Provincial Park,A Piece of New York's Adirondack Mountains,44.49638333,-76.04111667,"Charleston Lake Provincial Park sits atop the Frontenac Arch, a bulge in the underlying basement that brings old rocks to surface. To the north (toward Ottawa) and to the south (toward Kingston), younger Sedimentary rocks lap up onto the Arch but do not completely cover it. The area lies within a subdivision of the Central Metasedimentary Belt (also called the Frontenac Terrane), which is an extension of the Adirondack Mountains of upper New York State.  Along the Sandstone Island Trail there lays a 6 metre boulder conglomerate layer marking the unconformity between Precambrian and Paleozoic rocks.",n,NA,NA,NA,NA,NA,n,16,,1,sitePictures/E18a.jpg,sitePictures/E18b.jpg,sitePictures/E18c.jpg,sitePictures/E18d.jpg
3,156,E19,Battle of the Windmill,Banished to Australia,44.72083333,-75.487,The fine windmill atop a cliff some 2 kilometres downstream (east) of Prescott is made of large limestone blocks providing a commanding view of the St. Lawrence River below. It was the scene of a famous skirmish in November 1838 between members of a secret society (the Hunters Lodge) and Elements of the British Army supported by local militias.,n,NA,NA,NA,NA,NA,n,16,,1,sitePictures/E19a.jpg,sitePictures/E19b.jpg,sitePictures/E19c.jpg,sitePictures/E19d.jpg
5,139,E2,Limerick Dam Marble,,45.58616667,-76.67016667,"Bands of white marble are conspicuous and easily recognizable across the Canadian Shield in central and eastern Ontario, often associated names like Whiterock, Whitestone, etc (Site E4). The quality of the marble is usually poor although locally it has made very good building material. Marble is produced by the alteration of limestone under great heat and pressure. This occurred a billion years ago during the Grenville Orogeny. Limerick Dam has a superb outcrop marked by potholes cut by the same meltwaters that eroded Barron Canyon at the end of the last Ice age (Site E1).",y,NA,NA,104.03,0,8.73,y,14,a,1,sitePictures/E2a.jpg,sitePictures/E2b.jpg,sitePictures/E2c.jpg,sitePictures/E2d.jpg
1,157,E20,Creeping Clays at Galop Canal,,44.78893,-75.381526,"The Galop Canal was built between 1844 to 1846 to avoid bypass rapids along the St. Lawrence near the present-day community of Cardinal on Highway 2, about 3 kilometres south of Highway 401. The canal was dug into soft clays left by the Champlain Sea that flooded the St. Lawrence Valley at the end of the last glaciation some 11,000 years ago (Site E39). Since then the sidewalls of the now disused canal have slid down slope serving as a graphic example of the kind of slope failure typical in these problematic clay deposits.",y,NA,NA,36.8,0,1.34,n,16,,NA,sitePictures/E20a.jpg,sitePictures/E20b.jpg,sitePictures/E20c.jpg,sitePictures/E20d.jpg
1,158,E21,Champlain's Lookout Over the Ottawa Graben,,45.50866667,-75.91083333,The Ottawa Graben is a huge piece of down-dropped crust that is part of what is called a failed rift.  The Earth's crust broke when Rodinia broke and drifted apart some 650 million years ago freeing North America from Europe and South America into which it had been locked during the earlier Grenville Orogeny. Some 450 million years later history repeated itself when this part of Canada was stretched once again during the late Jurassic when North America broke off from Europe as the Atlantic Ocean opened during the breaking of Pangea. Several prominent faults are exposed close to Ottawa.,n,NA,NA,NA,NA,NA,y,16,,NA,sitePictures/E21a.jpg,sitePictures/E21b.jpg,sitePictures/E21c.jpg,sitePictures/E21d.jpg
2,159,E22,Ottawa River Stromatolites,Bacteria that Build and Breathe,45.412075,-75.763607,"At river level beside the Samuel de Champlain Park parking lot on the Quebec shore of the Ottawa River, early Ordovician Dolostones of the Ottawa Group display large numbers of well-exposed stromatolites mounds. These were built by communities of blue-green algae called cyanobacteria several hundred million years ago. ",y,45.411907,-75.763808,222.84,0,6.22,y,17,,1,sitePictures/E22a.jpg,sitePictures/E22b.jpg,sitePictures/E22c.jpg,sitePictures/E22d.jpg
3,160,E23,Parliament Hill,,45.425082,-75.699921,"When the English novelist Anthony Trollope visited Ottawa in the mid-nineteenth century, he observed that ""the glory of Ottawa will be - and indeed, already is - the set of public buildings which is now being erected on the rock."" Ottawa is indeed endowed with a uniquely impressive geological setting where the Parliament Buildings sit on a prominent bluff overlooking the Ottawa River.",y,45.423349,-75.698354,336.24,0,-10.15,n,17,,NA,sitePictures/E23a.jpg,sitePictures/E23b.jpg,sitePictures/E23c.jpg,sitePictures/E23d.jpg
